,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Max
37,344.4251108244817,-63.0,0.0,0.0,42.65040616952521,344.4251108244817
38,53.16238693217946,0.0,-126.0,121.2051355040872,-2.2859144038198735,121.2051355040872
39,475.8494991870475,-63.0,-189.0,-189.0,-126.0,475.8494991870475
40,386.24798449867365,143.1778218070183,-71.60078953585469,-189.0,-252.0,386.24798449867365
41,0.0,81.11984287512149,210.84346078114896,165.3933525849841,0.0,210.84346078114896
42,242.58934280495805,0.0,0.0,-63.0,-126.0,242.58934280495805
43,265.2124923705775,0.0,106.23415496495346,-39.96986003310778,0.0,265.2124923705775
44,0.0,0.0,0.0,-63.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,80.588761695917,0.0,0.0,-63.0,80.588761695917
47,-126.0,112.18550009553536,379.27867321774005,-63.0,-63.0,379.27867321774005
48,188.67936147057318,0.0,178.1666924598939,-63.0,330.6397189445279,330.6397189445279
49,0.0,0.0,-63.0,0.0,0.0,0.0
50,-63.0,0.0,33.25709645300894,-63.0,-63.0,33.25709645300894
51,0.0,0.0,0.0,0.0,-63.0,0.0
52,0.0,0.0,136.77954606453005,217.77630415670754,104.09198955067296,217.77630415670754
53,177.90786938373913,-63.0,166.8401936413594,198.34173314004624,-96.92876616739636,198.34173314004624
54,166.6451749161323,0.0,0.0,0.0,-63.0,166.6451749161323
55,201.43762183470983,0.0,-63.0,326.1991489454389,225.78689354325968,326.1991489454389
56,82.28351993314891,605.9717233388308,107.86602375896894,101.92333360168823,40.55936328906614,605.9717233388308
57,-63.0,-126.0,520.3534089788172,325.5938592783069,206.19963563375416,520.3534089788172
58,0.0,-63.0,0.0,408.1281081796427,60.595699128937525,408.1281081796427
59,0.0,28.173194149271723,0.0,-63.0,-63.0,28.173194149271723
60,312.8970837215994,65.89799105988538,243.2723765346659,26.64411872790822,243.02126252855012,312.8970837215994
61,253.3610199292012,-126.0,397.1706185122829,-63.0,7.362723863024883,397.1706185122829
62,0.0,24.40938278820832,0.0,0.0,0.0,24.40938278820832
63,151.59957891202748,0.0,0.0,206.8594368526425,129.0655412982474,206.8594368526425
64,0.0,132.94107370261918,0.0,-63.0,0.0,132.94107370261918
65,0.0,0.0,0.0,78.59506417020145,0.0,78.59506417020145
66,470.5485671149115,209.50932015174737,-237.64744980394022,168.80125458489658,-11.891433051062393,470.5485671149115
67,-63.0,0.0,-63.0,50.849402125496255,109.16421589285142,109.16421589285142
68,299.7135946329672,0.0,96.31347267726233,48.270591535970425,112.75941806966955,299.7135946329672
69,127.62460813664059,-63.0,212.54707092406025,363.3772845289478,0.0,363.3772845289478
70,0.0,0.0,0.0,0.0,149.0839452885525,149.0839452885525
71,125.44617266559487,45.04460141141587,0.0,-63.0,0.0,125.44617266559487
72,0.0,-63.0,214.8186675365605,0.0,-126.0,214.8186675365605
73,203.39689021637372,-126.0,338.82981339887874,-63.0,25.183302711526494,338.82981339887874
74,383.44083217475816,-126.0,-63.0,-63.0,250.46131149583653,383.44083217475816
75,0.0,0.0,0.0,0.0,0.0,0.0
76,-63.0,106.07616017127083,0.0,0.0,0.0,106.07616017127083
77,217.73411469226767,0.0,0.0,0.0,0.0,217.73411469226767
78,130.25036592007845,0.0,0.0,72.78552216175551,-63.0,130.25036592007845
79,0.0,0.0,207.79268782068672,-63.0,-63.0,207.79268782068672
80,335.31481754548935,31.216414827385336,0.0,133.5845703086548,-63.0,335.31481754548935
81,-63.0,126.65975975392931,-63.0,-63.0,181.6825854127202,181.6825854127202
82,217.12482558068552,-63.0,0.0,0.0,-126.0,217.12482558068552
83,155.07990353468148,70.46774956681082,333.2668441114571,165.96542556271504,-63.0,333.2668441114571
84,135.43682842114893,204.25868295170747,0.0,-63.0,-126.0,204.25868295170747
85,0.0,371.13857160248966,-126.0,95.73905757502285,-63.0,371.13857160248966
86,-126.0,-63.0,24.783154852780825,224.9489016283485,0.0,224.9489016283485
87,-63.0,151.4703436767742,120.43078711357359,150.0815656355182,120.50419945123213,151.4703436767742
88,-63.0,-189.0,146.63432054133875,-189.0,636.7568717187905,636.7568717187905
89,0.0,265.60029381782186,118.77672567545619,152.91053540267615,49.54752317084865,265.60029381782186
90,-63.0,0.0,97.01599536433527,0.0,-63.0,97.01599536433527
91,0.0,0.0,-63.0,0.0,-63.0,0.0
92,121.14457278417922,0.0,0.0,0.0,0.0,121.14457278417922
93,196.1339788362282,-63.0,0.0,-126.0,172.48624969614417,196.1339788362282
94,243.7520148032001,0.0,148.77829773407132,18.335620889354573,-126.0,243.7520148032001
95,488.00389059867405,-63.0,-63.0,-63.0,-63.0,488.00389059867405
96,-63.0,0.0,260.0894909850534,0.0,-126.0,260.0894909850534
97,143.14549236906882,-63.0,-63.0,0.0,0.0,143.14549236906882
98,111.73559354727556,88.80386723366107,140.88525941423217,135.80972153522077,-63.0,140.88525941423217
99,0.0,-63.0,0.0,182.34436464014428,139.88637814602356,182.34436464014428
100,0.0,-63.0,0.0,0.0,118.58626170072142,118.58626170072142
